Year,Qtr,cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,offoa,cb,inst.webaddr,lnlsnet,lnatres,lnlsgr,lncontra,idlnls,lnre,lnredom,lnrecons,lnrenres,LNRENROW,LNRENROT,lnremult,lnreres,lnreag,lnrefor,lnag,lnci,lncinus,lncon,lncrcd,lnconrp,LNAUTO,lnconoth,lnotci,lnfg,lnmuni,idothlns,ls,lndepac,lncomre,LNPLEDGE,lnrenus,rslnltot,rslnls,LNRECNFM,LNRECNOT,RB2LNRES,lnlsgrf
2014,1231,58410,0,3783313,,CROSS RIVER BANK,Teaneck,NJ,7666,42004,44433,NM,885 Teaneck Rd.,,1,0,0,4,0,Bergen,35620,"New York-Newark-Jersey City, NY-NJ-PA",39622,39622,40469,Stock,0,0,FDIC,DIF,New York,NEW YORK,Jamesburg,New York,Northeastern,Northeast,0,1,"http://www.crossriverbank.com, https://www.brixdirect.com",238999,2562,241561,696,242257,141494,141494,876,89971,16431,73540,16121,34526,0,,0,12261,,88502,7,1882,0,86613,0,0,0,0,0,0,0,82516,,7,7,0,876,2562,
2014,1231,34444,0,2354985,4284536,CUSTOMERS BANK,Phoenixville,PA,19460,42004,44433,SM,99 Bridge St,CUSTOMERS BCORP INC,15,0,1,4,0,Chester,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",35607,35607,40803,Stock,0,0,FED,DIF,New York,NEW YORK,Philadelphia,Philadelphia,Northeastern,Northeast,0,1,http://www.customersbank.com,5716700,30932,5747632,0,5747632,3841642,3841642,89448,1010561,224473,786088,2289264,448460,3909,,361,419790,0,90321,0,56,0,90265,1395518,44,5906,1389568,0,0,45,3521808,0,3881,259,14129,75319,30932,
2014,1231,29047,2825,950178,,FIRST FEDERAL BANK OF KANSAS CITY,Kansas City,MO,64120,42004,44433,SA,6900 N. Executive Dr.,,7,0,0,5,0,Jackson,28140,"Kansas City, MO-KS",12601,12767,41667,Non-Stock,0,0,OCC,DIF,Kansas City,KANSAS CITY,Kansas City,Kansas City,Western,West,0,1,www.ffbkc.com,351719,1265,352984,0,352984,352526,352526,19866,0,0,0,0,332660,0,,0,0,0,458,0,0,77,381,0,0,0,0,0,0,0,272848,0,0,0,19415,451,1302,
2015,331,58410,0,3783313,,CROSS RIVER BANK,Teaneck,NJ,7666,42094,44517,NM,885 Teaneck Rd.,,1,0,0,4,0,Bergen,35620,"New York-Newark-Jersey City, NY-NJ-PA",39622,39622,40469,Stock,0,0,FDIC,DIF,New York,NEW YORK,Jamesburg,New York,Northeastern,Northeast,0,1,"http://www.crossriverbank.com, https://www.brixdirect.com",275666,3494,279160,785,279945,156484,156484,876,95388,19866,75522,24723,35497,0,,0,15011,,108450,14,2032,0,106404,0,0,0,0,0,0,0,80903,,27,27,0,876,3476,
2015,331,34444,0,2354985,4284536,CUSTOMERS BANK,Phoenixville,PA,19460,42094,44517,SM,99 Bridge St,CUSTOMERS BCORP INC,16,0,1,4,0,Chester,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",35607,35607,40803,Stock,0,0,FED,DIF,New York,NEW YORK,Philadelphia,Philadelphia,Northeastern,Northeast,0,1,http://www.customersbank.com,6062368,33566,6095934,0,6095934,3782724,3782724,83348,1062288,256549,805739,2197271,435945,3872,,359,484018,0,86498,0,65,0,86433,1742335,44,11877,1730414,0,0,41,3601324,14702,3838,224,9202,74146,33566,
2015,331,29047,2825,950178,,FIRST FEDERAL BANK OF KANSAS CITY,Kansas City,MO,64120,42094,44517,SA,6900 N. Executive Dr.,,7,0,0,5,0,Jackson,28140,"Kansas City, MO-KS",12601,12767,41667,Non-Stock,0,0,OCC,DIF,Kansas City,KANSAS CITY,Kansas City,Kansas City,Western,West,0,1,www.ffbkc.com,360677,1386,362063,0,362063,361528,361528,21272,0,0,0,0,340256,0,,0,0,0,535,0,0,96,439,0,0,0,0,0,0,0,277261,0,0,0,20831,441,1438,
2015,630,58410,0,3783313,,CROSS RIVER BANK,Teaneck,NJ,7666,42185,44517,NM,885 Teaneck Rd.,,1,0,0,4,0,Bergen,35620,"New York-Newark-Jersey City, NY-NJ-PA",39622,39622,40469,Stock,0,0,FDIC,DIF,New York,NEW YORK,Jamesburg,New York,Northeastern,Northeast,0,1,"http://www.crossriverbank.com, https://www.brixdirect.com",319517,3966,323483,1050,324533,163100,163100,0,77298,24288,53010,41349,44453,0,,0,13621,,147812,8,797,0,147007,0,0,0,0,0,0,0,83355,,0,0,0,0,3578,
2015,630,34444,0,2354985,4284536,CUSTOMERS BANK,Phoenixville,PA,19460,42185,44517,SM,99 Bridge St,CUSTOMERS BCORP INC,16,0,1,4,0,Chester,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",35607,35607,40803,Stock,0,0,FED,DIF,New York,NEW YORK,Philadelphia,Philadelphia,Northeastern,Northeast,0,1,http://www.customersbank.com,6517682,37491,6555173,0,6555173,3929512,3929512,90393,1107442,269634,837808,2295500,432956,3221,,357,450238,0,84622,0,58,0,84564,2090444,0,8353,2082091,0,0,29,3574811,14643,6523,2235,8896,81497,37491,
2015,630,29047,2825,950178,,FIRST FEDERAL BANK OF KANSAS CITY,Kansas City,MO,64120,42185,44517,SA,6900 N. Executive Dr.,,7,0,0,5,0,Jackson,28140,"Kansas City, MO-KS",12601,12767,41667,Non-Stock,0,0,OCC,DIF,Kansas City,KANSAS CITY,Kansas City,Kansas City,Western,West,0,1,www.ffbkc.com,367411,1394,368805,0,368805,368142,368142,25757,0,0,0,0,342385,0,,0,0,0,663,0,0,142,521,0,0,0,0,0,0,0,279899,0,0,0,25324,433,1446,
2015,930,58410,0,3783313,4389329,CROSS RIVER BANK,Teaneck,NJ,7666,42277,44517,NM,885 Teaneck Rd.,CRB GROUP INC,1,0,0,4,0,Bergen,35620,"New York-Newark-Jersey City, NY-NJ-PA",39622,39622,40469,Stock,0,0,FDIC,DIF,New York,NEW YORK,Jamesburg,New York,Northeastern,Northeast,0,1,"http://www.crossriverbank.com, https://www.brixdirect.com",293702,4059,297761,1284,299045,167400,167400,0,81159,21688,59471,47244,38997,0,,0,15770,,115875,4,910,0,114961,0,0,0,0,0,0,0,92212,,0,0,0,0,3405,
2015,930,34444,0,2354985,4284536,CUSTOMERS BANK,Phoenixville,PA,19460,42277,44517,SM,99 Bridge St,CUSTOMERS BCORP INC,16,0,1,4,0,Chester,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",35607,35607,40803,Stock,0,0,FED,DIF,New York,NEW YORK,Philadelphia,Philadelphia,Northeastern,Northeast,0,1,http://www.customersbank.com,6465281,33823,6499104,0,6499104,4121963,4121963,111614,1131296,273474,857822,2442879,426992,9182,,282,453414,0,82262,0,59,0,82203,1841183,0,7230,1833953,0,0,27,3729901,14584,6666,2331,9239,102375,33823,
2015,930,29047,2825,950178,,FIRST FEDERAL BANK OF KANSAS CITY,Kansas City,MO,64120,42277,44517,SA,6900 N. Executive Dr.,,7,0,0,5,0,Jackson,28140,"Kansas City, MO-KS",12601,12767,41667,Non-Stock,0,0,OCC,DIF,Kansas City,KANSAS CITY,Kansas City,Kansas City,Western,West,0,1,www.ffbkc.com,369364,1453,370817,0,370817,370012,370012,24626,0,0,0,0,345386,0,,0,0,0,805,0,0,192,613,0,0,0,0,0,0,0,282233,0,0,0,24101,525,1515,
2015,1231,58410,0,3783313,4389329,CROSS RIVER BANK,Teaneck,NJ,7666,42369,44517,NM,885 Teaneck Rd.,CRB GROUP INC,1,0,0,4,0,Bergen,35620,"New York-Newark-Jersey City, NY-NJ-PA",39622,39622,40469,Stock,0,0,FDIC,DIF,New York,NEW YORK,Jamesburg,New York,Northeastern,Northeast,0,1,"http://www.crossriverbank.com, https://www.brixdirect.com",301890,3950,305840,1364,307204,179586,179586,0,88809,22335,66474,49658,41119,0,,0,17236,,110382,13,841,0,109528,0,0,0,0,0,0,0,106984,,0,0,0,0,3506,
2015,1231,34444,0,2354985,4284536,CUSTOMERS BANK,Phoenixville,PA,19460,42369,44517,SM,99 Bridge St,CUSTOMERS BCORP INC,16,0,1,4,0,Chester,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",35607,35607,40803,Stock,0,0,FED,DIF,New York,NEW YORK,Philadelphia,Philadelphia,Northeastern,Northeast,0,1,http://www.customersbank.com,7214896,35647,7250543,0,7250543,4680710,4680710,112456,1194471,282244,912227,2942771,421343,9669,,269,548480,0,80097,0,66,0,80031,1940987,0,12669,1922053,6265,0,26,3907888,14522,6812,2788,8950,103506,35647,
2015,1231,29047,2825,950178,,FIRST FEDERAL BANK OF KANSAS CITY,Kansas City,MO,64120,42369,44517,SA,6900 N. Executive Dr.,,7,0,0,5,0,Jackson,28140,"Kansas City, MO-KS",12601,12767,41667,Non-Stock,0,0,OCC,DIF,Kansas City,KANSAS CITY,Kansas City,Kansas City,Western,West,0,1,www.ffbkc.com,376786,1454,378240,0,378240,377310,377310,30281,0,0,0,0,347029,0,,0,0,0,930,0,0,239,691,0,0,0,0,0,0,0,285995,0,0,0,29658,623,1516,
2016,331,58410,0,3783313,4389329,CROSS RIVER BANK,Teaneck,NJ,7666,42460,44517,NM,885 Teaneck Rd.,CRB GROUP INC,1,0,0,4,0,Bergen,35620,"New York-Newark-Jersey City, NY-NJ-PA",39622,39622,40469,Stock,0,0,FDIC,DIF,New York,NEW YORK,Jamesburg,New York,Northeastern,Northeast,0,1,"http://www.crossriverbank.com, https://www.brixdirect.com",339148,4250,343398,1465,344863,189115,189115,0,91926,22999,68927,55690,41499,0,,0,24595,0,131153,2,203,0,130948,0,0,0,0,0,0,0,109801,0,0,0,0,0,4024,
2016,331,34444,0,2354985,4284536,CUSTOMERS BANK,Phoenixville,PA,19460,42460,44517,SM,99 Bridge St,CUSTOMERS BCORP INC,16,0,1,4,0,Chester,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",35607,35607,40803,Stock,0,0,FED,DIF,New York,NEW YORK,Philadelphia,Philadelphia,Northeastern,Northeast,0,1,http://www.customersbank.com,7838990,37605,7876595,0,7876595,5061103,5061103,126043,1288161,281852,1006309,3204845,432674,9380,,282,610200,0,77845,0,60,0,77785,2127165,0,12636,2108184,6345,0,24,4458521,14460,7732,3305,9978,116065,37605,
2016,331,29047,2825,950178,,FIRST FEDERAL BANK OF KANSAS CITY,Kansas City,MO,64120,42460,44517,SA,6900 N. Executive Dr.,,7,0,0,5,0,Jackson,28140,"Kansas City, MO-KS",12601,12767,41667,Non-Stock,0,0,OCC,DIF,Kansas City,KANSAS CITY,Kansas City,Kansas City,Western,West,0,1,www.ffbkc.com,394855,1593,396448,0,396448,395527,395527,35282,0,0,0,0,360245,0,,0,0,0,921,0,0,299,622,0,0,0,0,0,0,0,284358,0,0,0,34549,733,1670,
2016,630,58410,0,3783313,4389329,CROSS RIVER BANK,Teaneck,NJ,7666,42551,44517,NM,885 Teaneck Rd.,CRB GROUP INC,1,0,0,4,0,Bergen,35620,"New York-Newark-Jersey City, NY-NJ-PA",39622,39622,40469,Stock,0,0,FDIC,DIF,New York,NEW YORK,Jamesburg,New York,Northeastern,Northeast,0,1,"http://www.crossriverbank.com, https://www.brixdirect.com",357025,4525,361550,1492,363042,192818,192818,0,91381,23727,67654,56749,44688,0,,0,27475,0,142749,3,180,0,142566,0,0,0,0,0,0,0,112239,0,0,0,0,0,4549,
2016,630,34444,0,2354985,4284536,CUSTOMERS BANK,Phoenixville,PA,19460,42551,44517,SM,99 Bridge St,CUSTOMERS BCORP INC,16,0,1,4,0,Chester,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",35607,35607,40803,Stock,0,0,FED,DIF,New York,NEW YORK,Philadelphia,Philadelphia,Northeastern,Northeast,0,1,http://www.customersbank.com,8378300,38097,8416397,0,8416397,5266884,5266884,109232,1388306,318372,1069934,3330762,429219,9365,,280,606757,0,75029,0,58,0,74971,2467447,0,12530,2449619,5298,0,251,4831362,14399,7922,3376,6786,102446,38097,
2016,630,29047,2825,950178,,FIRST FEDERAL BANK OF KANSAS CITY,Kansas City,MO,64120,42551,44517,SA,6900 N. Executive Dr.,,12,0,1,5,0,Jackson,28140,"Kansas City, MO-KS",12601,12767,42490,Non-Stock,0,0,OCC,DIF,Kansas City,KANSAS CITY,Kansas City,Kansas City,Western,West,0,1,www.ffbkc.com,441592,1563,443155,0,443155,441877,441877,34571,0,0,0,0,407306,0,,0,0,0,1278,0,0,364,914,0,0,0,0,0,0,0,320471,0,0,0,33898,673,1639,
2016,930,58410,0,3783313,4389329,CROSS RIVER BANK,Teaneck,NJ,7666,42643,44517,NM,885 Teaneck Rd.,CRB GROUP INC,1,0,0,4,0,Bergen,35620,"New York-Newark-Jersey City, NY-NJ-PA",39622,39622,40469,Stock,0,0,FDIC,DIF,New York,NEW YORK,Jamesburg,New York,Northeastern,Northeast,0,1,"http://www.crossriverbank.com, https://www.brixdirect.com",411243,5180,416423,1315,417738,205548,205548,0,95588,26089,69499,58851,51109,0,,0,31688,0,180501,7,179,0,180315,0,0,0,0,0,0,0,123257,0,0,0,0,0,5195,
2016,930,34444,0,2354985,4284536,CUSTOMERS BANK,Phoenixville,PA,19460,42643,44517,SM,99 Bridge St,CUSTOMERS BCORP INC,16,0,1,4,0,Chester,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",35607,35607,40803,Stock,0,0,FED,DIF,New York,NEW YORK,Philadelphia,Philadelphia,Northeastern,Northeast,0,1,http://www.customersbank.com,8381806,37897,8419703,0,8419703,5107973,5107973,116601,1409622,366837,1042785,3171872,400586,9292,,139,671303,0,72428,0,65,0,72363,2567860,0,11956,2546561,9343,0,20,5063239,14336,7817,3317,5316,111285,37992,
2016,930,29047,2825,950178,,FIRST FEDERAL BANK OF KANSAS CITY,Kansas City,MO,64120,42643,44517,SA,6900 N. Executive Dr.,,12,0,1,5,0,Jackson,28140,"Kansas City, MO-KS",12601,12767,42490,Non-Stock,0,0,OCC,DIF,Kansas City,KANSAS CITY,Kansas City,Kansas City,Western,West,0,1,www.ffbkc.com,460552,1661,462213,0,462213,461071,461071,32240,0,0,0,0,428831,0,,0,0,0,1142,0,0,360,782,0,0,0,0,0,0,0,347239,0,0,0,31400,840,1738,
2016,1231,58410,0,3783313,4389329,CROSS RIVER BANK,Teaneck,NJ,7666,42735,44517,NM,885 Teaneck Rd.,CRB GROUP INC,1,0,0,4,0,Bergen,35620,"New York-Newark-Jersey City, NY-NJ-PA",39622,39622,40469,Stock,0,0,FDIC,DIF,New York,NEW YORK,Jamesburg,New York,Northeastern,Northeast,0,1,"http://www.crossriverbank.com, https://www.brixdirect.com",418769,5700,424469,1601,426070,211932,211932,0,105228,34152,71076,49672,57032,0,,0,30434,0,183120,4,180,0,182936,585,0,0,585,0,0,0,134078,0,0,0,0,0,5512,
2016,1231,34444,0,2354985,4284536,CUSTOMERS BANK,Phoenixville,PA,19460,42735,44517,SM,99 Bridge St,CUSTOMERS BCORP INC,16,0,1,4,0,Chester,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",35607,35607,40803,Stock,0,0,FED,DIF,New York,NEW YORK,Philadelphia,Philadelphia,Northeastern,Northeast,0,1,http://www.customersbank.com,8234833,37315,8272148,0,8272148,5127482,5127482,72492,1476872,367060,1109812,3204511,364129,9478,,137,729561,0,70534,0,65,0,70469,2344434,0,11658,2322281,10495,0,193,5154596,14272,9847,3372,6875,65617,37405,
2016,1231,29047,2825,950178,,FIRST FEDERAL BANK OF KANSAS CITY,Kansas City,MO,64120,42735,44517,SA,6900 N. Executive Dr.,,12,0,1,5,0,Jackson,28140,"Kansas City, MO-KS",12601,12767,42490,Non-Stock,0,0,OCC,DIF,Kansas City,KANSAS CITY,Kansas City,Kansas City,Western,West,0,1,www.ffbkc.com,475570,1622,477192,0,477192,476038,476038,37769,0,0,0,0,438269,0,,0,0,0,1154,0,0,371,783,0,0,0,0,0,0,0,353724,0,0,0,36972,797,1699,
2017,331,58410,0,3783313,4389329,CROSS RIVER BANK,Teaneck,NJ,7666,42825,44517,NM,885 Teaneck Rd.,CRB GROUP INC,1,0,0,4,0,Bergen,35620,"New York-Newark-Jersey City, NY-NJ-PA",39622,39622,40469,Stock,0,0,FDIC,DIF,New York,NEW YORK,Jamesburg,New York,Northeastern,Northeast,0,1,"http://www.crossriverbank.com, https://www.brixdirect.com",519081,7100,526181,1774,527955,242044,242044,0,119976,34678,85298,58717,63351,0,,0,32387,,253501,4,179,0,253318,23,,0,23,0,0,0,134078,,0,0,0,0,7139,
2017,331,34444,0,2354985,4284536,CUSTOMERS BANK,Phoenixville,PA,19460,42825,44517,SM,99 Bridge St,CUSTOMERS BCORP INC,16,0,1,4,0,Chester,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",35607,35607,40803,Stock,0,0,FED,DIF,New York,NEW YORK,Philadelphia,Philadelphia,Northeastern,Northeast,0,1,http://www.customersbank.com,8244108,39883,8283991,0,8283991,5554644,5554644,60264,1506198,364399,1141799,3444773,533950,9459,,134,757636,0,68609,0,45,0,68564,1902968,,12243,1880300,10425,0,191,5178393,14205,10507,3984,5774,54490,40049,
2017,331,29047,2825,950178,,FIRST FEDERAL BANK OF KANSAS CITY,Kansas City,MO,64120,42825,44517,SA,6900 N. Executive Dr.,,12,0,1,5,0,Jackson,28140,"Kansas City, MO-KS",12601,12767,42490,Non-Stock,0,0,OCC,DIF,Kansas City,KANSAS CITY,Kansas City,Kansas City,Western,West,0,1,www.ffbkc.com,488273,1703,489976,0,489976,488743,488743,43398,0,0,0,0,445345,0,,0,0,,1233,0,0,369,864,0,,0,0,0,0,0,385459,,0,0,42849,549,1780,
2017,630,58410,0,3783313,4389329,CROSS RIVER BANK,Teaneck,NJ,7666,42916,44517,NM,885 Teaneck Rd.,CRB GROUP INC,1,0,0,4,0,Bergen,35620,"New York-Newark-Jersey City, NY-NJ-PA",39622,39622,40469,Stock,0,0,FDIC,DIF,New York,NEW YORK,Jamesburg,New York,Northeastern,Northeast,0,1,"http://www.crossriverbank.com, https://www.brixdirect.com",561510,8050,569560,1971,571531,253307,253307,2085,123154,35904,87250,62281,65787,0,,0,33472,,272251,3,179,0,272069,12501,,0,12501,0,0,0,135203,,0,0,0,2085,7056,
2017,630,34444,0,2354985,4284536,CUSTOMERS BANK,Phoenixville,PA,19460,42916,44517,SM,99 Bridge St,CUSTOMERS BCORP INC,16,0,1,4,0,Chester,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",35607,35607,40803,Stock,0,0,FED,DIF,New York,NEW YORK,Philadelphia,Philadelphia,Northeastern,Northeast,0,1,http://www.customersbank.com,8941846,38458,8980304,0,8980304,5810501,5810501,73053,1538591,378811,1159780,3569191,620291,9375,,131,753730,0,66383,0,126,0,66257,2349559,,11605,2327734,10220,0,14,5460442,14141,10426,3846,758,72295,38555,
2017,630,29047,2825,950178,,FIRST FEDERAL BANK OF KANSAS CITY,Kansas City,MO,64120,42916,44517,SA,6900 N. Executive Dr.,,12,0,1,5,0,Jackson,28140,"Kansas City, MO-KS",12601,12767,42490,Non-Stock,0,0,OCC,DIF,Kansas City,KANSAS CITY,Kansas City,Kansas City,Western,West,0,1,www.ffbkc.com,505293,2474,507767,0,507767,506278,506278,43886,0,0,0,0,462392,0,,0,0,,1490,0,0,458,1032,0,,0,0,0,0,0,390832,,0,0,43427,459,2551,
2017,930,58410,0,3783313,4389329,CROSS RIVER BANK,Teaneck,NJ,7666,43008,44517,NM,885 Teaneck Rd.,CRB GROUP INC,1,0,0,4,0,Bergen,35620,"New York-Newark-Jersey City, NY-NJ-PA",39622,39622,40469,Stock,0,0,FDIC,DIF,New York,NEW YORK,Jamesburg,New York,Northeastern,Northeast,0,1,"http://www.crossriverbank.com, https://www.brixdirect.com",654520,8800,663320,2335,665655,255644,255644,2085,115053,30636,84417,72549,65957,0,,0,34541,,330812,4,180,0,330628,44657,,0,44657,0,0,0,143043,,0,0,0,2085,7757,
2017,930,34444,0,2354985,4284536,CUSTOMERS BANK,Phoenixville,PA,19460,43008,44517,SM,99 Bridge St,CUSTOMERS BCORP INC,16,0,1,4,0,Chester,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",35607,35607,40803,Stock,0,0,FED,DIF,New York,NEW YORK,Philadelphia,Philadelphia,Northeastern,Northeast,0,1,http://www.customersbank.com,9136317,38314,9174631,0,9174631,6092003,6092003,87338,1601509,420806,1180703,3785230,609434,8492,,128,804593,0,63892,0,133,0,63759,2214015,,10715,2190322,12978,0,12,5710863,14075,10375,3825,755,86583,38530,
2017,930,29047,2825,950178,,FIRST FEDERAL BANK OF KANSAS CITY,Kansas City,MO,64120,43008,44517,SA,6900 N. Executive Dr.,,12,0,1,5,0,Jackson,28140,"Kansas City, MO-KS",12601,12767,42490,Non-Stock,0,0,OCC,DIF,Kansas City,KANSAS CITY,Kansas City,Kansas City,Western,West,0,1,www.ffbkc.com,504522,2533,507055,0,507055,505612,505612,43608,0,0,0,0,462004,0,,0,0,,1443,0,0,490,953,0,,0,0,0,0,0,399128,,0,0,43196,412,2610,
2017,1231,58410,0,3783313,4389329,CROSS RIVER BANK,Teaneck,NJ,7666,43100,44517,NM,885 Teaneck Rd.,CRB GROUP INC,1,0,0,9,0,Bergen,35620,"New York-Newark-Jersey City, NY-NJ-PA",39622,39622,40469,Stock,0,0,FDIC,DIF,New York,NEW YORK,Jamesburg,New York,Northeastern,Northeast,0,1,"http://www.crossriverbank.com, https://www.brixdirect.com",660959,9385,670344,3670,674014,255851,255851,2085,111967,31188,80779,75426,66373,0,,0,39192,,305292,5,179,0,305108,73679,,0,73679,0,0,0,164095,,0,0,0,2085,7753,
2017,1231,34444,0,2354985,4284536,CUSTOMERS BANK,Phoenixville,PA,19460,43100,44517,SM,99 Bridge St,CUSTOMERS BCORP INC,15,0,1,4,0,Chester,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",35607,35607,40803,Stock,0,0,FED,DIF,New York,NEW YORK,Philadelphia,Philadelphia,Northeastern,Northeast,0,1,http://www.customersbank.com,8669728,38015,8707743,0,8707743,5731042,5731042,97388,1575262,420982,1154280,3637226,413680,7486,,125,830188,0,61906,0,146,0,61760,2084482,,10609,2046789,27084,0,10,5534667,14008,9688,3299,128,97260,38222,
2017,1231,29047,2825,950178,,FIRST FEDERAL BANK OF KANSAS CITY,Kansas City,MO,64120,43100,44517,SA,6900 N. Executive Dr.,,12,0,1,5,0,Jackson,28140,"Kansas City, MO-KS",12601,12767,42490,Non-Stock,0,0,OCC,DIF,Kansas City,KANSAS CITY,Kansas City,Kansas City,Western,West,0,1,www.ffbkc.com,513634,2574,516208,0,516208,514632,514632,46764,0,0,0,0,467868,0,,0,0,,1576,0,0,628,948,0,,0,0,0,0,0,408607,,0,0,46357,407,2651,
2018,331,58410,0,3783313,4389329,CROSS RIVER BANK,Teaneck,NJ,7666,43190,44517,NM,885 Teaneck Rd.,CRB GROUP INC,1,0,0,9,0,Bergen,35620,"New York-Newark-Jersey City, NY-NJ-PA",39622,39622,40469,Stock,0,0,FDIC,DIF,New York,NEW YORK,Jamesburg,New York,Northeastern,Northeast,0,1,"http://www.crossriverbank.com, https://www.brixdirect.com",771966,11570,783536,3717,787253,286096,286096,5226,122235,35136,87099,91470,67165,0,,0,39695,,366275,4,180,0,366091,95187,,0,95187,0,0,0,166992,,0,0,0,5226,8950,
2018,331,34444,0,2354985,4284536,CUSTOMERS BANK,Phoenixville,PA,19460,43190,44517,SM,99 Bridge St,CUSTOMERS BCORP INC,15,0,1,4,0,Chester,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",35607,35607,40803,Stock,0,0,FED,DIF,New York,NEW YORK,Philadelphia,Philadelphia,Northeastern,Northeast,0,1,http://www.customersbank.com,8779582,39499,8819081,0,8819081,5714668,5714668,92941,1575147,456749,1118398,3636092,403324,7164,,122,910083,0,59880,0,90,0,59790,2134328,,10787,2089826,33715,0,8,5456570,13955,8699,3260,4861,88080,39721,
2018,331,29047,2825,950178,,FIRST FEDERAL BANK OF KANSAS CITY,Kansas City,MO,64120,43190,44517,SA,6900 N. Executive Dr.,,12,0,1,5,0,Jackson,28140,"Kansas City, MO-KS",12601,12767,42490,Non-Stock,0,0,OCC,DIF,Kansas City,KANSAS CITY,Kansas City,Kansas City,Western,West,0,1,www.ffbkc.com,535145,2598,537743,0,537743,535986,535986,47337,0,0,0,0,488649,0,,0,0,,1757,0,0,876,881,0,,0,0,0,0,0,432532,,0,0,47034,303,2675,
2018,630,58410,0,3783313,4389329,CROSS RIVER BANK,Teaneck,NJ,7666,43281,44517,NM,885 Teaneck Rd.,CRB GROUP INC,1,0,0,4,0,Bergen,35620,"New York-Newark-Jersey City, NY-NJ-PA",39622,39622,40469,Stock,0,0,FDIC,DIF,New York,NEW YORK,Jamesburg,New York,Northeastern,Northeast,0,1,"http://www.crossriverbank.com, https://www.brixdirect.com",820510,13350,833860,3327,837187,307127,307127,5554,129570,36634,92936,105398,66605,0,,0,34366,,411828,4,179,0,411645,83866,,0,83866,0,0,0,175642,,0,0,0,5554,9563,
2018,630,34444,0,2354985,4284536,CUSTOMERS BANK,Phoenixville,PA,19460,43281,44517,SM,99 Bridge St,CUSTOMERS BCORP INC,15,0,1,4,0,Chester,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",35607,35607,40803,Stock,0,0,FED,DIF,New York,NEW YORK,Philadelphia,Philadelphia,Northeastern,Northeast,0,1,http://www.customersbank.com,9075219,38288,9113507,0,9113507,5896078,5896078,99624,1581202,499593,1081609,3534343,673779,7130,,120,961874,0,58252,0,87,0,58165,2197183,,10760,2150840,35583,0,6,5632608,0,9281,3636,3841,95783,38528,
2018,630,29047,2825,950178,,FIRST FEDERAL BANK OF KANSAS CITY,Kansas City,MO,64120,43281,44517,SA,6900 N. Executive Dr.,,12,0,1,5,0,Jackson,28140,"Kansas City, MO-KS",12601,12767,42490,Non-Stock,0,0,OCC,DIF,Kansas City,KANSAS CITY,Kansas City,Kansas City,Western,West,0,1,www.ffbkc.com,571375,2684,574059,0,574059,572082,572082,54331,0,0,0,0,517751,0,,0,0,,1954,0,0,1095,859,23,,0,23,0,0,0,459053,,0,0,53934,397,2761,
2018,930,58410,0,3783313,4389329,CROSS RIVER BANK,Teaneck,NJ,7666,43373,44517,NM,885 Teaneck Rd.,CRB GROUP INC,1,0,0,4,0,Bergen,35620,"New York-Newark-Jersey City, NY-NJ-PA",39622,39622,40469,Stock,0,0,FDIC,DIF,New York,NEW YORK,Jamesburg,New York,Northeastern,Northeast,0,1,"http://www.crossriverbank.com, https://www.brixdirect.com",936048,15600,951648,5016,956664,340063,340063,6071,149548,47816,101732,115143,69301,0,,0,38736,,466983,4,410,0,466569,110882,,0,110882,0,0,0,198703,,0,0,0,6071,10874,
2018,930,34444,0,2354985,4284536,CUSTOMERS BANK,Phoenixville,PA,19460,43373,44517,SM,99 Bridge St,CUSTOMERS BCORP INC,15,0,1,4,0,Chester,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",35607,35607,40803,Stock,0,0,FED,DIF,New York,NEW YORK,Philadelphia,Philadelphia,Northeastern,Northeast,0,1,http://www.customersbank.com,8716919,40741,8757660,0,8757660,5881615,5881615,106733,1593609,517263,1076346,3494780,679317,7176,,117,993280,0,99348,0,74,0,99274,1783301,,9803,1733647,39851,0,4,5527830,0,9311,3477,4270,102463,41003,
